suicide_demographic_key,Country,Year,Sex,Age,suicides_no,population,suicides/100k pop,gdp_for_year ($),gdp_per_capita ($)
3250,Brazil,2000,male,55-74 years,900,7486883,12.02,"655,420,645,477",4156
3251,Brazil,2000,male,35-54 years,1989,19576126,10.16,"655,420,645,477",4156
3252,Brazil,2000,male,25-34 years,1200,14100257,8.51,"655,420,645,477",4156
3253,Brazil,2000,male,15-24 years,1037,17494250,5.93,"655,420,645,477",4156
3254,Brazil,2000,female,75+ years,45,1750820,2.57,"655,420,645,477",4156
3255,Brazil,2000,female,55-74 years,220,8779652,2.51,"655,420,645,477",4156
3256,Brazil,2000,female,35-54 years,456,20645897,2.21,"655,420,645,477",4156
3257,Brazil,2000,female,15-24 years,345,17175577,2.01,"655,420,645,477",4156
3258,Brazil,2000,female,25-34 years,271,14403448,1.88,"655,420,645,477",4156
3259,Brazil,2000,female,5-14 years,43,17298023,0.25,"655,420,645,477",4156
3260,Brazil,2000,male,5-14 years,42,17927425,0.23,"655,420,645,477",4156
3261,Brazil,2001,male,75+ years,244,1162417,20.99,"559,372,276,082",3492
3262,Brazil,2001,male,55-74 years,964,7721938,12.48,"559,372,276,082",3492
3263,Brazil,2001,male,35-54 years,2227,20128463,11.06,"559,372,276,082",3492
3264,Brazil,2001,male,25-34 years,1398,14294493,9.78,"559,372,276,082",3492
3265,Brazil,2001,male,15-24 years,1262,17698960,7.13,"559,372,276,082",3492
3266,Brazil,2001,female,35-54 years,578,21260886,2.72,"559,372,276,082",3492
3267,Brazil,2001,female,55-74 years,206,9044684,2.28,"559,372,276,082",3492
3268,Brazil,2001,female,15-24 years,393,17361833,2.26,"559,372,276,082",3492
3269,Brazil,2001,female,75+ years,41,1866958,2.2,"559,372,276,082",3492
3270,Brazil,2001,female,25-34 years,286,14578443,1.96,"559,372,276,082",3492
3271,Brazil,2001,male,5-14 years,58,17846905,0.32,"559,372,276,082",3492
3272,Brazil,2001,female,5-14 years,53,17212816,0.31,"559,372,276,082",3492
3273,Brazil,2002,male,75+ years,219,1249499,17.53,"507,962,487,700",3121
3274,Brazil,2002,male,55-74 years,937,7980513,11.74,"507,962,487,700",3121
3275,Brazil,2002,male,35-54 years,2178,20679204,10.53,"507,962,487,700",3121
3276,Brazil,2002,male,25-34 years,1388,14524576,9.56,"507,962,487,700",3121
3277,Brazil,2002,male,15-24 years,1226,17863758,6.86,"507,962,487,700",3121
3278,Brazil,2002,female,75+ years,62,1988353,3.12,"507,962,487,700",3121
3279,Brazil,2002,female,35-54 years,607,21872177,2.78,"507,962,487,700",3121
3280,Brazil,2002,female,55-74 years,225,9337808,2.41,"507,962,487,700",3121
3281,Brazil,2002,female,15-24 years,411,17507998,2.35,"507,962,487,700",3121
3282,Brazil,2002,female,25-34 years,334,14784790,2.26,"507,962,487,700",3121
3283,Brazil,2002,female,5-14 years,55,17166101,0.32,"507,962,487,700",3121
3284,Brazil,2002,male,5-14 years,55,17806637,0.31,"507,962,487,700",3121
3285,Brazil,2003,male,75+ years,220,1335479,16.47,"558,319,920,832",3376
3286,Brazil,2003,male,55-74 years,1002,8263894,12.13,"558,319,920,832",3376
3287,Brazil,2003,male,35-54 years,2299,21219095,10.83,"558,319,920,832",3376
3288,Brazil,2003,male,25-34 years,1394,14785559,9.43,"558,319,920,832",3376
3289,Brazil,2003,male,15-24 years,1259,17983317,7,"558,319,920,832",3376
3290,Brazil,2003,female,35-54 years,559,22469397,2.49,"558,319,920,832",3376
3291,Brazil,2003,female,75+ years,51,2111283,2.42,"558,319,920,832",3376
3292,Brazil,2003,female,15-24 years,413,17607810,2.35,"558,319,920,832",3376
3293,Brazil,2003,female,55-74 years,212,9660156,2.19,"558,319,920,832",3376
3294,Brazil,2003,female,25-34 years,325,15019057,2.16,"558,319,920,832",3376
3295,Brazil,2003,male,5-14 years,60,17794355,0.34,"558,319,920,832",3376
3296,Brazil,2003,female,5-14 years,45,17147509,0.26,"558,319,920,832",3376
3297,Brazil,2004,male,75+ years,270,1415780,19.07,"669,316,654,017",3984
3298,Brazil,2004,male,55-74 years,994,8573117,11.59,"669,316,654,017",3984
3299,Brazil,2004,male,35-54 years,2230,21738104,10.26,"669,316,654,017",3984
3300,Brazil,2004,male,25-34 years,1475,15070514,9.79,"669,316,654,017",3984
3301,Brazil,2004,male,15-24 years,1275,18054195,7.06,"669,316,654,017",3984
3302,Brazil,2004,female,35-54 years,606,23041317,2.63,"669,316,654,017",3984
3303,Brazil,2004,female,55-74 years,237,10012930,2.37,"669,316,654,017",3984
3304,Brazil,2004,female,75+ years,51,2230220,2.29,"669,316,654,017",3984
3305,Brazil,2004,female,15-24 years,403,17657631,2.28,"669,316,654,017",3984
3306,Brazil,2004,female,25-34 years,347,15276057,2.27,"669,316,654,017",3984
3307,Brazil,2004,female,5-14 years,59,17135875,0.34,"669,316,654,017",3984
3308,Brazil,2004,male,5-14 years,48,17787328,0.27,"669,316,654,017",3984
3309,Brazil,2005,male,75+ years,297,1488505,19.95,"891,630,175,813",5230
3310,Brazil,2005,male,55-74 years,1175,8908847,13.19,"891,630,175,813",5230
3311,Brazil,2005,male,35-54 years,2490,22232378,11.2,"891,630,175,813",5230
3312,Brazil,2005,male,25-34 years,1464,15374079,9.52,"891,630,175,813",5230
3313,Brazil,2005,male,15-24 years,1247,18077858,6.9,"891,630,175,813",5230
3314,Brazil,2005,female,35-54 years,664,23583263,2.82,"891,630,175,813",5230
3315,Brazil,2005,female,55-74 years,259,10396739,2.49,"891,630,175,813",5230
3316,Brazil,2005,female,25-34 years,369,15551589,2.37,"891,630,175,813",5230
3317,Brazil,2005,female,15-24 years,405,17659079,2.29,"891,630,175,813",5230
3318,Brazil,2005,female,75+ years,53,2343149,2.26,"891,630,175,813",5230
3319,Brazil,2005,female,5-14 years,54,17107519,0.32,"891,630,175,813",5230
3320,Brazil,2005,male,5-14 years,52,17760955,0.29,"891,630,175,813",5230
3321,Brazil,2006,male,75+ years,275,1575798,17.45,"1,107,640,297,890",6403
3322,Brazil,2006,male,55-74 years,1112,9247477,12.02,"1,107,640,297,890",6403
3323,Brazil,2006,male,35-54 years,2536,22709135,11.17,"1,107,640,297,890",6403
3324,Brazil,2006,male,25-34 years,1537,15717099,9.78,"1,107,640,297,890",6403
3325,Brazil,2006,male,15-24 years,1293,18063460,7.16,"1,107,640,297,890",6403
3326,Brazil,2006,female,35-54 years,708,24105759,2.94,"1,107,640,297,890",6403
3327,Brazil,2006,female,55-74 years,265,10786642,2.46,"1,107,640,297,890",6403
3328,Brazil,2006,female,15-24 years,387,17631557,2.19,"1,107,640,297,890",6403
3329,Brazil,2006,female,25-34 years,333,15862415,2.1,"1,107,640,297,890",6403
3330,Brazil,2006,female,75+ years,47,2466737,1.91,"1,107,640,297,890",6403
3331,Brazil,2006,male,5-14 years,64,17731288,0.36,"1,107,640,297,890",6403
3332,Brazil,2006,female,5-14 years,61,17077355,0.36,"1,107,640,297,890",6403
3333,Brazil,2007,male,75+ years,305,1654216,18.44,"1,397,084,345,950",7970
3334,Brazil,2007,male,55-74 years,1220,9611434,12.69,"1,397,084,345,950",7970
3335,Brazil,2007,male,35-54 years,2516,23156759,10.87,"1,397,084,345,950",7970
3336,Brazil,2007,male,25-34 years,1609,16075775,10.01,"1,397,084,345,950",7970
3337,Brazil,2007,male,15-24 years,1267,17991928,7.04,"1,397,084,345,950",7970
3338,Brazil,2007,female,35-54 years,723,24591528,2.94,"1,397,084,345,950",7970
3339,Brazil,2007,female,55-74 years,275,11208413,2.45,"1,397,084,345,950",7970
3340,Brazil,2007,female,25-34 years,392,16189977,2.42,"1,397,084,345,950",7970
3341,Brazil,2007,female,15-24 years,379,17547530,2.16,"1,397,084,345,950",7970
3342,Brazil,2007,female,75+ years,51,2581330,1.98,"1,397,084,345,950",7970
3343,Brazil,2007,male,5-14 years,67,17669069,0.38,"1,397,084,345,950",7970
3344,Brazil,2007,female,5-14 years,51,17015233,0.3,"1,397,084,345,950",7970
3345,Brazil,2008,male,75+ years,318,1728094,18.4,"1,695,824,571,927",9555
3346,Brazil,2008,male,55-74 years,1204,9996938,12.04,"1,695,824,571,927",9555
3347,Brazil,2008,male,35-54 years,2608,23591045,11.06,"1,695,824,571,927",9555
3348,Brazil,2008,male,25-34 years,1706,16430646,10.38,"1,695,824,571,927",9555
3349,Brazil,2008,male,15-24 years,1375,17889839,7.69,"1,695,824,571,927",9555
3350,Brazil,2008,female,35-54 years,745,25056164,2.97,"1,695,824,571,927",9555
3351,Brazil,2008,female,55-74 years,309,11656750,2.65,"1,695,824,571,927",9555
3352,Brazil,2008,female,15-24 years,398,17432076,2.28,"1,695,824,571,927",9555
3353,Brazil,2008,female,25-34 years,365,16515414,2.21,"1,695,824,571,927",9555
3354,Brazil,2008,female,75+ years,52,2693428,1.93,"1,695,824,571,927",9555
3355,Brazil,2008,male,5-14 years,55,17566837,0.31,"1,695,824,571,927",9555
3356,Brazil,2008,female,5-14 years,49,16914401,0.29,"1,695,824,571,927",9555
3357,Brazil,2009,male,75+ years,295,1803127,16.36,"1,667,019,780,934",9283
3358,Brazil,2009,male,55-74 years,1271,10398573,12.22,"1,667,019,780,934",9283
3359,Brazil,2009,male,35-54 years,2737,24035191,11.39,"1,667,019,780,934",9283
3360,Brazil,2009,male,25-34 years,1838,16753314,10.97,"1,667,019,780,934",9283
3361,Brazil,2009,male,15-24 years,1270,17794434,7.14,"1,667,019,780,934",9283
3362,Brazil,2009,female,35-54 years,768,25523153,3.01,"1,667,019,780,934",9283
3363,Brazil,2009,female,55-74 years,301,12124076,2.48,"1,667,019,780,934",9283
3364,Brazil,2009,female,25-34 years,351,16810330,2.09,"1,667,019,780,934",9283
3365,Brazil,2009,female,75+ years,58,2811556,2.06,"1,667,019,780,934",9283
3366,Brazil,2009,female,15-24 years,343,17321655,1.98,"1,667,019,780,934",9283
3367,Brazil,2009,male,5-14 years,62,17421892,0.36,"1,667,019,780,934",9283
3368,Brazil,2009,female,5-14 years,52,16772250,0.31,"1,667,019,780,934",9283
3369,Brazil,2010,male,75+ years,358,1882113,19.02,"2,208,871,646,203",12161
3370,Brazil,2010,male,55-74 years,1236,10813388,11.43,"2,208,871,646,203",12161
3371,Brazil,2010,male,25-34 years,1832,17023785,10.76,"2,208,871,646,203",12161
3372,Brazil,2010,male,35-54 years,2586,24501254,10.55,"2,208,871,646,203",12161
3373,Brazil,2010,male,15-24 years,1288,17726866,7.27,"2,208,871,646,203",12161
3374,Brazil,2010,female,35-54 years,835,26004856,3.21,"2,208,871,646,203",12161
3375,Brazil,2010,female,55-74 years,339,12605588,2.69,"2,208,871,646,203",12161
3376,Brazil,2010,female,75+ years,79,2940677,2.69,"2,208,871,646,203",12161
3377,Brazil,2010,female,25-34 years,404,17054489,2.37,"2,208,871,646,203",12161
3378,Brazil,2010,female,15-24 years,368,17237481,2.13,"2,208,871,646,203",12161
3379,Brazil,2010,male,5-14 years,56,17242386,0.32,"2,208,871,646,203",12161
3380,Brazil,2010,female,5-14 years,48,16596829,0.29,"2,208,871,646,203",12161
3381,Brazil,2011,male,75+ years,352,2002447,17.58,"2,616,201,578,192",14245
3382,Brazil,2011,male,55-74 years,1323,11208705,11.8,"2,616,201,578,192",14245
3383,Brazil,2011,male,25-34 years,1907,17249585,11.06,"2,616,201,578,192",14245
3384,Brazil,2011,male,35-54 years,2754,24975171,11.03,"2,616,201,578,192",14245
3385,Brazil,2011,male,15-24 years,1335,17674787,7.55,"2,616,201,578,192",14245
3386,Brazil,2011,female,35-54 years,805,26488792,3.04,"2,616,201,578,192",14245
3387,Brazil,2011,female,55-74 years,352,13063915,2.69,"2,616,201,578,192",14245
3388,Brazil,2011,female,15-24 years,413,17180849,2.4,"2,616,201,578,192",14245
3389,Brazil,2011,female,25-34 years,400,17253232,2.32,"2,616,201,578,192",14245
3390,Brazil,2011,female,75+ years,71,3110432,2.28,"2,616,201,578,192",14245
3391,Brazil,2011,male,5-14 years,63,17044425,0.37,"2,616,201,578,192",14245
3392,Brazil,2011,female,5-14 years,47,16404101,0.29,"2,616,201,578,192",14245
3393,Brazil,2012,male,75+ years,376,2123165,17.71,"2,465,188,674,415",13283
3394,Brazil,2012,male,55-74 years,1458,11612925,12.55,"2,465,188,674,415",13283
3395,Brazil,2012,male,35-54 years,2885,25463652,11.33,"2,465,188,674,415",13283
3396,Brazil,2012,male,25-34 years,1930,17418954,11.08,"2,465,188,674,415",13283
3397,Brazil,2012,male,15-24 years,1313,17644319,7.44,"2,465,188,674,415",13283
3398,Brazil,2012,female,35-54 years,877,26979566,3.25,"2,465,188,674,415",13283
3399,Brazil,2012,female,55-74 years,418,13532752,3.09,"2,465,188,674,415",13283
3400,Brazil,2012,female,25-34 years,455,17398447,2.62,"2,465,188,674,415",13283
3401,Brazil,2012,female,75+ years,80,3285641,2.43,"2,465,188,674,415",13283
3402,Brazil,2012,female,15-24 years,383,17145894,2.23,"2,465,188,674,415",13283
3403,Brazil,2012,male,5-14 years,79,16810876,0.47,"2,465,188,674,415",13283
3404,Brazil,2012,female,5-14 years,41,16175024,0.25,"2,465,188,674,415",13283
3405,Brazil,2013,male,75+ years,370,2240434,16.51,"2,472,806,919,902",13191
3406,Brazil,2013,male,55-74 years,1474,12036068,12.25,"2,472,806,919,902",13191
3407,Brazil,2013,male,35-54 years,3053,25965164,11.76,"2,472,806,919,902",13191
3408,Brazil,2013,male,25-34 years,2004,17534209,11.43,"2,472,806,919,902",13191
3409,Brazil,2013,male,15-24 years,1317,17627508,7.47,"2,472,806,919,902",13191
3410,Brazil,2013,female,35-54 years,897,27475364,3.26,"2,472,806,919,902",13191
3411,Brazil,2013,female,55-74 years,433,14022927,3.09,"2,472,806,919,902",13191
3412,Brazil,2013,female,75+ years,88,3462431,2.54,"2,472,806,919,902",13191
3413,Brazil,2013,female,25-34 years,393,17492228,2.25,"2,472,806,919,902",13191
3414,Brazil,2013,female,15-24 years,362,17123318,2.11,"2,472,806,919,902",13191
3415,Brazil,2013,male,5-14 years,72,16555477,0.43,"2,472,806,919,902",13191
3416,Brazil,2013,female,5-14 years,50,15923724,0.31,"2,472,806,919,902",13191
3417,Brazil,2014,male,75+ years,390,2349303,16.6,"2,455,993,625,159",12975
3418,Brazil,2014,male,55-74 years,1534,12492114,12.28,"2,455,993,625,159",12975
3419,Brazil,2014,male,35-54 years,3050,26475231,11.52,"2,455,993,625,159",12975
3420,Brazil,2014,male,25-34 years,1982,17601477,11.26,"2,455,993,625,159",12975
3421,Brazil,2014,male,15-24 years,1358,17606681,7.71,"2,455,993,625,159",12975
3422,Brazil,2014,female,35-54 years,871,27971096,3.11,"2,455,993,625,159",12975
3423,Brazil,2014,female,55-74 years,389,14550395,2.67,"2,455,993,625,159",12975
3424,Brazil,2014,female,25-34 years,457,17539955,2.61,"2,455,993,625,159",12975
3425,Brazil,2014,female,75+ years,83,3634999,2.28,"2,455,993,625,159",12975
3426,Brazil,2014,female,15-24 years,371,17094729,2.17,"2,455,993,625,159",12975
3427,Brazil,2014,male,5-14 years,84,16299015,0.52,"2,455,993,625,159",12975
3428,Brazil,2014,female,5-14 years,62,15670559,0.4,"2,455,993,625,159",12975
3429,Brazil,2015,male,75+ years,470,2448560,19.19,"1,802,214,373,741",9431
3430,Brazil,2015,male,55-74 years,1693,12987357,13.04,"1,802,214,373,741",9431
3431,Brazil,2015,male,35-54 years,3238,26989063,12,"1,802,214,373,741",9431
3432,Brazil,2015,male,25-34 years,1897,17625976,10.76,"1,802,214,373,741",9431
3433,Brazil,2015,male,15-24 years,1389,17569045,7.91,"1,802,214,373,741",9431
3434,Brazil,2015,female,35-54 years,910,28461855,3.2,"1,802,214,373,741",9431
3435,Brazil,2015,female,55-74 years,479,15122216,3.17,"1,802,214,373,741",9431
3436,Brazil,2015,female,25-34 years,466,17546090,2.66,"1,802,214,373,741",9431
3437,Brazil,2015,female,75+ years,89,3802086,2.34,"1,802,214,373,741",9431
3438,Brazil,2015,female,15-24 years,397,17047218,2.33,"1,802,214,373,741",9431
3439,Brazil,2015,male,5-14 years,79,16057040,0.49,"1,802,214,373,741",9431
3440,Brazil,2015,female,5-14 years,56,15430579,0.36,"1,802,214,373,741",9431
3441,Bulgaria,1991,male,75+ years,203,176700,114.88,"10,943,548,387",1298
3442,Bulgaria,1991,male,55-74 years,306,880600,34.75,"10,943,548,387",1298
3443,Bulgaria,1991,female,75+ years,74,250600,29.53,"10,943,548,387",1298
3444,Bulgaria,1991,male,35-54 years,289,1180500,24.48,"10,943,548,387",1298
3445,Bulgaria,1991,female,55-74 years,188,999700,18.81,"10,943,548,387",1298
3446,Bulgaria,1991,male,25-34 years,111,608100,18.25,"10,943,548,387",1298
3447,Bulgaria,1991,male,15-24 years,80,659600,12.13,"10,943,548,387",1298
3448,Bulgaria,1991,female,35-54 years,69,1202100,5.74,"10,943,548,387",1298
3449,Bulgaria,1991,female,25-34 years,23,596900,3.85,"10,943,548,387",1298
3450,Bulgaria,1991,female,15-24 years,23,630000,3.65,"10,943,548,387",1298
3451,Bulgaria,1991,male,5-14 years,12,639800,1.88,"10,943,548,387",1298
3452,Bulgaria,1991,female,5-14 years,6,607300,0.99,"10,943,548,387",1298
3453,Bulgaria,1992,male,75+ years,206,164500,125.23,"10,350,515,464",1287
3454,Bulgaria,1992,female,75+ years,104,234600,44.33,"10,350,515,464",1287
3455,Bulgaria,1992,male,55-74 years,367,874400,41.97,"10,350,515,464",1287
3456,Bulgaria,1992,male,35-54 years,319,1126700,28.31,"10,350,515,464",1287
3457,Bulgaria,1992,male,25-34 years,112,560600,19.98,"10,350,515,464",1287
3458,Bulgaria,1992,female,55-74 years,166,995100,16.68,"10,350,515,464",1287
3459,Bulgaria,1992,male,15-24 years,98,626200,15.65,"10,350,515,464",1287
3460,Bulgaria,1992,female,35-54 years,81,1154800,7.01,"10,350,515,464",1287
3461,Bulgaria,1992,female,25-34 years,27,552500,4.89,"10,350,515,464",1287
3462,Bulgaria,1992,female,15-24 years,29,601100,4.82,"10,350,515,464",1287
3463,Bulgaria,1992,male,5-14 years,6,591000,1.02,"10,350,515,464",1287
3464,Bulgaria,1992,female,5-14 years,4,560000,0.71,"10,350,515,464",1287
3465,Bulgaria,1993,male,75+ years,141,156400,90.15,"10,829,710,145",1354
3466,Bulgaria,1993,female,75+ years,96,225400,42.59,"10,829,710,145",1354
3467,Bulgaria,1993,male,55-74 years,351,879900,39.89,"10,829,710,145",1354
3468,Bulgaria,1993,male,35-54 years,308,1122800,27.43,"10,829,710,145",1354
3469,Bulgaria,1993,male,25-34 years,116,554600,20.92,"10,829,710,145",1354
3470,Bulgaria,1993,female,55-74 years,197,1008800,19.53,"10,829,710,145",1354
3471,Bulgaria,1993,male,15-24 years,97,628100,15.44,"10,829,710,145",1354
3472,Bulgaria,1993,female,25-34 years,45,545500,8.25,"10,829,710,145",1354
3473,Bulgaria,1993,female,35-54 years,72,1154100,6.24,"10,829,710,145",1354
3474,Bulgaria,1993,female,15-24 years,34,602700,5.64,"10,829,710,145",1354
3475,Bulgaria,1993,male,5-14 years,10,576500,1.73,"10,829,710,145",1354
3476,Bulgaria,1993,female,5-14 years,3,546200,0.55,"10,829,710,145",1354
3477,Bulgaria,1994,male,75+ years,175,155600,112.47,"9,697,416,974",1213
3478,Bulgaria,1994,male,55-74 years,364,876800,41.51,"9,697,416,974",1213
3479,Bulgaria,1994,female,75+ years,86,225000,38.22,"9,697,416,974",1213
3480,Bulgaria,1994,male,35-54 years,329,1125000,29.24,"9,697,416,974",1213
3481,Bulgaria,1994,female,55-74 years,160,1013800,15.78,"9,697,416,974",1213
3482,Bulgaria,1994,male,25-34 years,87,558000,15.59,"9,697,416,974",1213
3483,Bulgaria,1994,male,15-24 years,84,629400,13.35,"9,697,416,974",1213
3484,Bulgaria,1994,female,35-54 years,103,1158400,8.89,"9,697,416,974",1213
3485,Bulgaria,1994,female,25-34 years,33,547900,6.02,"9,697,416,974",1213
3486,Bulgaria,1994,female,15-24 years,30,602800,4.98,"9,697,416,974",1213
3487,Bulgaria,1994,male,5-14 years,9,566000,1.59,"9,697,416,974",1213
3488,Bulgaria,1994,female,5-14 years,4,536800,0.75,"9,697,416,974",1213
3489,Bulgaria,1995,male,75+ years,169,161300,104.77,"13,063,422,619",1636
3490,Bulgaria,1995,male,55-74 years,349,866200,40.29,"13,063,422,619",1636
3491,Bulgaria,1995,female,75+ years,83,233300,35.58,"13,063,422,619",1636
3492,Bulgaria,1995,male,35-54 years,307,1127000,27.24,"13,063,422,619",1636
3493,Bulgaria,1995,female,55-74 years,184,1009300,18.23,"13,063,422,619",1636
3494,Bulgaria,1995,male,25-34 years,101,562200,17.97,"13,063,422,619",1636
3495,Bulgaria,1995,male,15-24 years,87,627900,13.86,"13,063,422,619",1636
3496,Bulgaria,1995,female,35-54 years,79,1162300,6.8,"13,063,422,619",1636
3497,Bulgaria,1995,female,25-34 years,37,550300,6.72,"13,063,422,619",1636
3498,Bulgaria,1995,female,15-24 years,24,601300,3.99,"13,063,422,619",1636
3499,Bulgaria,1995,male,5-14 years,7,555500,1.26,"13,063,422,619",1636
3500,Bulgaria,1995,female,5-14 years,6,527300,1.14,"13,063,422,619",1636
3501,Bulgaria,1996,male,75+ years,191,166200,114.92,"10,109,612,142",1270
3502,Bulgaria,1996,male,55-74 years,351,855500,41.03,"10,109,612,142",1270
3503,Bulgaria,1996,female,75+ years,94,242600,38.75,"10,109,612,142",1270
3504,Bulgaria,1996,male,35-54 years,376,1129300,33.29,"10,109,612,142",1270
3505,Bulgaria,1996,female,55-74 years,168,1002600,16.76,"10,109,612,142",1270
3506,Bulgaria,1996,male,25-34 years,91,564800,16.11,"10,109,612,142",1270
3507,Bulgaria,1996,male,15-24 years,95,626300,15.17,"10,109,612,142",1270
3508,Bulgaria,1996,female,35-54 years,90,1165500,7.72,"10,109,612,142",1270
3509,Bulgaria,1996,female,25-34 years,31,551000,5.63,"10,109,612,142",1270
3510,Bulgaria,1996,female,15-24 years,25,599600,4.17,"10,109,612,142",1270
